type,monthly_charges,total_charges,paperless_billing,begin_month,begin_year,end_month,end_year,active_days,internet_fiber_optic,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,senior_citizen,gender_male,partner,dependents,multiple_lines,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0,99.75,1836.25,False,7,2018,1,2020,549,True,False,False,False,True,True,True,1,False,True,False,True,False,False,False
1,75.0,1908.35,False,12,2017,12,2020,761,False,True,False,False,True,True,True,0,True,False,False,False,False,False,False
2,19.6,125.0,False,6,2019,6,2021,214,False,False,False,False,False,False,False,0,True,True,True,False,True,False,False
2,20.2,1412.65,False,5,2014,5,2021,2071,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
2,72.95,4953.25,True,6,2014,6,2021,2040,False,False,False,True,True,True,True,0,True,True,True,False,False,False,False
0,49.8,49.8,True,1,2020,2,2020,0,False,True,False,False,False,False,False,0,True,False,False,False,True,False,False
0,20.05,75.45,True,11,2019,11,2021,61,False,False,False,False,False,False,False,0,True,False,True,False,False,False,True
0,74.75,827.05,False,2,2019,3,2019,28,False,False,False,True,False,True,True,0,True,False,False,True,False,False,False
0,70.6,70.6,True,12,2019,1,2020,31,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0,70.4,147.15,False,9,2019,11,2019,61,True,False,False,False,False,False,False,0,False,True,True,False,False,True,False
0,69.55,69.55,False,9,2019,10,2019,30,True,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,33.6,550.35,False,8,2018,8,2021,518,False,True,False,True,False,False,False,0,True,False,False,False,False,False,True
0,74.45,74.45,True,11,2019,12,2019,30,True,False,False,False,False,False,False,1,False,True,False,True,False,True,False
2,20.35,1458.1,False,4,2014,4,2021,2101,False,False,False,False,False,False,False,0,True,True,True,False,True,False,False
0,111.2,2317.1,True,2,2018,11,2019,638,True,False,True,True,True,True,True,0,True,True,False,True,False,True,False
0,85.0,85.0,True,1,2020,2,2020,0,True,False,True,False,False,False,True,0,True,False,False,False,False,True,False
2,21.45,705.45,False,3,2017,3,2021,1036,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False
0,56.25,56.25,True,9,2019,10,2019,30,False,False,False,False,False,False,True,0,False,False,False,False,False,True,False
0,94.2,4186.3,True,4,2016,10,2019,1278,True,False,False,False,False,True,True,0,False,True,True,True,False,True,False
0,90.6,1660.0,True,3,2018,10,2019,579,True,True,False,False,False,True,False,1,True,False,False,True,False,True,False
0,73.85,1284.2,True,6,2018,10,2019,487,True,False,False,False,False,False,False,0,True,True,False,True,False,False,False
0,19.4,1182.55,True,11,2014,12,2019,1856,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
0,70.75,1974.8,True,8,2017,1,2020,883,True,False,False,False,False,False,False,0,True,True,True,False,False,True,False
0,70.0,70.0,True,12,2019,1,2020,31,True,False,False,False,False,False,False,0,True,True,True,False,False,True,False
0,70.55,1943.9,True,11,2017,11,2021,791,True,False,False,False,False,False,False,1,True,True,False,False,False,True,False
0,75.55,349.65,True,6,2019,11,2019,153,True,False,False,True,False,False,False,1,False,False,False,False,True,False,False
0,85.35,2896.6,False,4,2017,4,2021,1005,True,False,False,False,False,True,False,0,False,False,False,True,False,True,False
1,18.85,867.3,False,5,2016,5,2020,1340,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False
0,20.45,330.8,False,11,2018,11,2021,426,False,False,False,False,False,False,False,0,False,True,False,False,True,False,False
0,20.0,137.6,False,4,2019,11,2019,214,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False
0,30.25,63.75,True,12,2019,12,2021,31,False,False,True,False,False,False,False,0,False,True,True,False,False,False,True
1,60.8,4263.4,True,5,2014,5,2020,2071,False,False,True,True,True,True,True,0,True,True,False,False,True,False,False
2,24.95,894.3,False,4,2017,4,2021,1005,False,False,False,False,False,False,False,0,False,True,True,True,True,False,False
2,77.55,5574.35,False,3,2014,3,2021,2132,False,True,False,True,False,True,True,0,False,True,True,False,True,False,False
0,20.2,20.2,True,11,2019,12,2019,30,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,78.05,78.05,False,12,2019,1,2020,31,True,False,False,False,False,True,False,0,False,False,False,False,False,True,False
0,20.6,20.6,False,9,2019,10,2019,30,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,101.3,4113.1,True,8,2016,12,2019,1217,True,False,True,False,False,True,True,0,True,True,False,True,False,True,False
0,101.85,4086.3,False,6,2016,10,2019,1217,True,True,False,False,False,True,True,1,True,True,False,True,False,True,False
0,80.2,1217.25,True,8,2018,11,2019,457,True,False,True,False,False,False,False,1,True,False,False,True,False,True,False
0,85.4,425.9,True,7,2019,12,2019,153,True,False,False,False,True,False,True,0,False,False,False,False,True,False,False
2,108.6,7690.9,True,11,2013,10,2019,2160,True,False,True,True,True,True,True,0,True,True,False,True,True,False,False
0,24.6,24.6,False,10,2019,11,2019,31,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0,69.6,69.6,True,12,2019,1,2020,31,True,False,False,False,False,False,False,1,False,False,False,False,False,True,False
0,45.4,518.9,True,11,2018,11,2019,365,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False
2,19.7,509.3,False,11,2017,11,2021,791,False,False,False,False,False,False,False,0,True,False,True,False,True,False,False
0,85.3,2917.5,False,1,2017,12,2019,1064,True,False,True,False,True,False,False,0,False,False,False,True,True,False,False
0,35.8,363.15,True,3,2019,3,2021,306,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True
1,56.15,931.9,False,11,2018,11,2020,426,False,False,False,False,False,True,False,0,False,False,False,False,False,False,True
0,18.75,53.15,False,12,2019,12,2021,31,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False
0,19.9,19.9,True,12,2019,1,2020,31,False,False,False,False,False,False,False,0,False,True,True,False,False,True,False
0,80.15,80.15,False,11,2019,12,2019,30,True,False,False,False,False,False,True,0,False,False,False,False,True,False,False
0,19.3,144.95,False,7,2019,7,2021,184,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
1,54.9,2614.1,False,12,2015,12,2020,1492,False,False,False,True,False,False,False,0,True,True,True,True,False,False,False
1,102.5,6157.6,False,2,2015,2,2020,1795,True,False,True,True,False,True,True,0,True,True,False,True,False,False,False
0,71.0,672.55,False,1,2019,10,2019,273,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0,56.65,654.85,False,1,2019,1,2020,365,False,True,False,False,True,False,False,0,True,False,False,False,False,False,True
0,100.4,715.0,True,7,2019,7,2021,184,True,False,False,True,True,True,True,0,False,False,False,False,False,True,False
0,69.35,451.1,True,6,2019,1,2020,214,True,False,False,False,False,False,False,0,True,True,False,False,False,True,False
2,19.1,780.1,False,10,2016,10,2021,1187,False,False,False,False,False,False,False,0,False,True,False,False,False,False,True
0,19.2,702.9,False,2,2017,3,2017,28,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
1,19.85,996.95,True,11,2015,11,2020,1522,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False
0,20.0,185.4,False,4,2019,4,2021,275,False,False,False,False,False,False,False,0,True,False,False,False,False,True,False
1,70.15,3715.65,True,4,2015,10,2019,1644,False,False,False,False,False,True,True,0,False,True,False,True,True,False,False
0,48.75,633.4,True,9,2018,10,2019,395,False,False,False,True,False,True,True,0,False,True,False,False,False,False,False
0,54.65,54.65,True,1,2020,2,2020,0,False,False,False,False,False,True,False,0,False,False,False,False,False,True,False
2,102.1,6538.45,False,10,2014,10,2021,1918,True,False,False,True,True,True,True,1,True,True,False,True,False,True,False
2,85.1,6155.4,False,2,2014,2,2021,2160,False,True,True,True,True,True,True,0,False,True,False,False,False,False,True
0,20.85,60.65,False,11,2019,11,2021,61,False,False,False,False,False,False,False,0,True,False,True,False,False,False,True
0,30.5,30.5,False,10,2019,11,2019,31,False,True,False,False,False,False,False,0,False,True,True,False,False,False,False
1,20.85,720.05,False,2,2017,2,2020,1064,False,False,False,False,False,False,False,0,True,True,False,False,False,False,False
2,19.7,730.4,False,3,2017,3,2021,1036,False,False,False,False,False,False,False,0,False,True,True,False,True,False,False
0,87.6,2724.25,False,7,2017,7,2021,914,True,True,False,True,True,False,False,0,False,False,False,False,False,True,False
0,69.8,377.85,True,8,2019,8,2021,153,True,False,False,False,False,False,False,0,True,True,True,False,False,True,False
0,104.3,2867.75,True,9,2017,12,2019,821,True,True,False,False,True,True,True,1,False,True,False,True,False,False,False
0,99.6,347.65,True,9,2019,1,2020,122,True,True,False,False,False,True,True,1,False,True,False,True,False,True,False
0,73.75,545.15,False,5,2019,12,2019,214,True,False,False,False,False,False,False,1,True,False,False,True,False,False,True
0,20.2,20.2,True,11,2019,12,2019,30,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,35.15,99.75,True,8,2019,11,2019,92,False,False,False,False,False,False,True,0,True,True,False,False,False,True,False
1,102.0,6529.25,False,11,2014,1,2020,1887,True,True,True,False,True,False,True,0,True,False,False,True,False,True,False
0,86.05,86.05,True,10,2019,11,2019,31,True,False,False,False,False,True,False,1,True,True,False,True,False,True,False
0,70.1,659.65,True,1,2019,11,2019,304,True,False,False,False,False,False,False,0,True,True,False,False,False,True,False
0,105.7,3181.8,True,8,2017,8,2021,883,True,True,True,True,True,True,False,1,True,True,False,True,False,False,False
0,90.7,1781.35,True,6,2018,6,2021,579,True,False,False,True,False,True,False,0,True,False,False,True,True,False,False
1,20.05,417.0,True,4,2018,4,2020,640,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
0,20.85,20.85,True,10,2019,11,2019,31,False,False,False,False,False,False,False,1,False,True,False,False,False,False,True
0,88.8,2274.35,True,11,2017,1,2020,791,True,False,False,False,False,True,True,0,False,False,False,False,False,False,False
0,90.6,90.6,False,12,2019,1,2020,31,True,False,False,False,False,True,True,0,False,False,False,False,False,True,False
0,80.65,1451.9,True,4,2018,10,2019,548,True,False,True,False,False,False,False,0,True,False,False,True,False,True,False
0,79.65,79.65,True,10,2019,11,2019,31,True,False,False,False,False,True,False,0,False,False,False,False,False,True,False
0,45.3,528.45,False,1,2019,2,2020,365,False,False,False,False,False,True,True,1,False,True,False,False,False,True,False
0,69.4,69.4,True,9,2019,10,2019,30,True,False,False,False,False,False,False,0,False,True,False,False,False,False,True
1,109.5,7534.65,True,2,2014,12,2019,2129,True,True,True,True,True,True,True,0,True,True,False,False,False,False,False
0,19.25,180.3,True,1,2019,12,2019,334,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
0,75.35,338.1,False,9,2019,1,2020,122,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
1,70.95,3250.45,True,6,2016,6,2020,1309,False,False,True,True,True,True,False,0,True,True,False,False,False,True,False
0,100.6,1060.2,True,1,2019,11,2019,304,True,False,False,True,False,True,True,0,False,False,False,True,False,True,False
0,69.55,69.55,True,10,2019,11,2019,31,True,False,False,False,False,False,False,1,False,True,False,False,False,True,False
0,74.35,74.35,True,9,2019,10,2019,30,True,False,False,False,False,False,False,0,True,False,True,True,False,True,False
0,98.0,1237.85,True,12,2018,1,2020,396,True,False,True,True,False,True,True,1,True,True,False,False,False,True,False
0,45.25,85.5,True,8,2019,10,2019,61,False,False,False,False,False,True,True,0,False,False,False,False,False,True,False
0,52.1,670.65,True,1,2019,2,2020,365,False,True,False,False,False,False,False,0,True,False,True,False,True,False,False
0,99.15,6010.05,True,9,2014,10,2019,1856,True,False,True,False,False,True,True,0,False,True,True,True,False,True,False
1,85.35,2530.4,False,5,2017,11,2019,914,False,True,True,True,True,True,True,0,False,False,False,False,False,False,False
2,80.8,2369.3,False,8,2017,8,2021,883,False,False,True,True,True,True,True,0,False,True,True,False,False,False,False
2,24.5,740.3,True,2,2017,11,2019,1003,False,False,False,False,False,False,False,0,False,True,True,True,False,False,True
0,19.55,61.05,False,11,2019,11,2021,61,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0,48.65,235.2,True,9,2019,9,2021,122,False,False,False,False,True,False,False,0,True,False,True,False,False,False,False
1,55.8,1327.85,False,3,2018,3,2020,671,False,False,True,True,False,False,False,0,False,False,False,False,False,False,False
0,19.9,45.75,True,11,2019,11,2021,61,False,False,False,False,False,False,False,0,False,True,False,False,False,False,True
1,70.15,3715.65,True,4,2015,10,2019,1644,False,False,False,False,False,True,True,0,False,True,False,True,True,False,False
1,54.45,3674.95,True,6,2014,6,2020,2040,False,True,False,True,False,False,False,0,False,False,False,False,True,False,False
0,104.2,1743.5,True,6,2018,11,2019,518,True,True,False,True,False,True,True,0,False,True,True,True,False,True,False
1,100.15,5409.75,True,7,2015,7,2020,1645,True,False,False,True,False,True,True,1,False,False,False,True,False,True,False
0,79.5,795.65,True,3,2019,3,2021,306,True,True,False,True,False,False,False,0,True,False,False,False,False,False,False
1,105.65,6903.1,True,9,2014,1,2020,1948,True,False,True,False,True,True,True,0,True,False,False,True,True,False,False
0,86.55,649.65,True,3,2019,11,2019,245,True,False,False,False,False,False,True,0,True,False,False,True,False,True,False
1,20.1,579.4,False,5,2017,5,2020,975,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
2,87.95,6365.35,False,3,2014,3,2021,2132,False,True,True,True,True,True,True,0,False,True,False,True,False,False,False
0,76.45,76.45,True,9,2019,10,2019,30,True,False,False,False,False,False,False,1,True,False,False,True,False,True,False
0,95.15,1779.95,False,6,2018,12,2019,548,True,False,False,True,False,True,True,0,True,True,True,False,False,False,True
0,109.6,5953.0,True,6,2015,6,2021,1675,True,True,False,True,True,True,True,0,False,True,True,True,False,False,True
0,74.4,1074.3,True,10,2018,1,2020,457,True,False,True,False,False,False,False,1,True,False,False,False,False,True,False
0,31.05,347.25,True,12,2018,1,2020,396,False,False,True,False,False,False,False,0,False,False,False,False,False,True,False
0,75.55,166.3,True,9,2019,11,2019,61,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
2,21.0,697.7,False,7,2017,7,2021,914,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
0,75.6,661.55,False,5,2019,5,2021,245,True,True,False,False,False,False,False,0,True,False,False,False,False,True,False
0,46.2,46.2,False,11,2019,12,2019,30,False,False,False,False,False,False,False,0,True,False,False,False,True,False,False
0,40.4,77.15,True,9,2019,11,2019,61,False,False,True,True,True,False,False,0,True,False,False,False,True,False,False
1,99.65,6311.2,True,11,2014,11,2020,1887,True,True,False,False,False,True,True,0,False,True,True,True,True,False,False
1,115.8,7942.15,False,8,2014,8,2020,1979,True,True,True,True,True,True,True,0,True,True,False,True,False,False,False
0,84.2,519.15,True,5,2019,11,2019,184,True,False,True,False,False,False,True,1,True,True,False,False,False,True,False
0,90.25,2755.35,True,4,2017,10,2019,913,True,False,False,False,False,True,True,0,True,False,False,False,False,True,False
0,106.4,2483.5,True,2,2018,1,2020,699,True,False,True,True,False,True,True,1,True,False,False,True,False,True,False
0,80.85,302.75,False,8,2019,12,2019,122,True,False,False,False,False,False,True,0,False,True,True,False,False,True,False
0,36.45,93.7,True,9,2019,12,2019,91,False,False,False,False,False,True,False,1,True,True,False,False,False,False,True
1,48.7,1421.75,False,11,2017,11,2020,791,False,True,False,False,False,False,False,0,True,True,False,False,True,False,False
0,73.65,1642.75,True,3,2018,3,2021,671,False,False,False,False,True,True,True,0,False,True,False,True,True,False,False
2,19.9,1355.1,True,3,2014,3,2021,2132,False,False,False,False,False,False,False,0,True,False,False,False,True,False,False
0,100.25,100.25,True,11,2019,12,2019,30,True,False,True,False,False,True,True,0,False,False,False,True,True,False,False
0,90.95,2897.95,False,6,2017,6,2021,944,True,False,False,False,False,True,True,1,False,False,False,False,False,True,False
0,70.25,70.25,True,10,2019,11,2019,31,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0,101.55,298.35,True,9,2019,12,2019,91,True,False,False,True,False,True,True,0,True,False,False,True,False,False,False
2,19.7,258.35,False,2,2019,2,2021,334,False,False,False,False,False,False,False,0,True,True,True,False,False,False,True
0,96.7,2082.95,True,1,2018,11,2019,669,True,False,False,False,False,True,True,1,True,False,False,True,False,True,False
0,102.8,2110.15,True,3,2018,12,2019,640,True,False,True,True,True,True,True,0,False,True,True,False,False,True,False
0,75.45,158.4,True,9,2019,11,2019,61,True,False,False,False,False,False,False,1,False,False,False,True,False,False,True
0,24.1,409.9,False,6,2018,11,2019,518,False,False,False,False,False,False,False,0,False,True,True,True,False,False,True
0,50.8,50.8,True,9,2019,10,2019,30,False,False,False,False,True,False,False,0,False,False,False,False,False,True,False
0,49.4,184.4,True,9,2019,1,2020,122,False,True,False,False,False,False,False,0,True,False,True,False,False,True,False
1,50.4,1580.1,True,7,2017,7,2020,914,False,True,True,True,False,False,True,1,False,True,False,False,True,False,False
0,93.85,635.6,True,3,2019,10,2019,214,True,False,False,False,False,True,True,0,True,False,False,True,False,True,False
0,73.05,1959.5,True,12,2017,12,2021,761,False,False,True,False,True,True,True,0,False,True,False,False,False,True,False
0,84.5,916.9,True,10,2018,10,2019,365,True,False,True,True,False,False,False,0,False,True,True,True,False,True,False
0,80.25,80.25,True,10,2019,11,2019,31,True,False,False,False,False,True,False,0,False,False,False,False,False,True,False
0,45.65,747.2,True,8,2018,8,2021,518,False,False,False,False,False,False,False,0,True,False,True,False,True,False,False
2,106.05,6981.35,True,6,2014,12,2019,2009,True,True,False,True,False,True,True,0,True,True,False,True,True,False,False
1,35.45,1391.65,False,9,2016,9,2020,1217,False,False,True,False,True,False,False,0,False,True,False,False,False,False,True
2,75.85,4261.2,True,6,2015,6,2021,1675,False,True,True,False,True,False,True,0,True,True,True,True,True,False,False
0,74.25,210.3,True,9,2019,12,2019,91,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
2,115.8,8476.5,True,2,2014,2,2021,2160,True,True,True,True,True,True,True,0,False,True,True,True,False,False,False
0,89.05,1169.35,True,12,2018,1,2020,396,True,False,True,False,True,False,True,1,True,True,False,False,False,False,False
0,95.2,930.4,False,12,2018,10,2019,304,True,False,False,False,False,True,True,0,True,False,True,True,False,True,False
1,104.15,5743.05,True,4,2015,11,2019,1675,True,False,False,True,True,True,True,0,True,True,False,True,False,True,False
2,90.45,5229.8,True,5,2015,5,2021,1706,True,False,False,False,True,True,False,0,True,False,False,True,True,False,False
0,85.55,851.75,False,1,2019,11,2019,304,True,False,False,False,False,False,True,1,True,True,False,True,False,True,False
0,76.05,2747.2,True,3,2017,3,2021,1036,False,False,True,False,True,True,True,1,True,True,True,False,False,True,False
0,94.7,673.1,True,3,2019,10,2019,214,True,True,True,False,False,False,True,1,True,True,False,True,True,False,False
0,99.45,4138.05,True,5,2016,11,2019,1279,True,False,True,True,True,False,True,0,True,True,False,True,False,True,False
2,80.85,5824.75,False,2,2014,2,2021,2160,False,True,True,True,True,False,True,0,False,True,True,True,False,False,False
0,39.3,1637.4,True,8,2016,12,2019,1217,False,False,True,False,False,True,False,1,False,True,False,False,False,True,False
1,72.8,2333.05,True,6,2017,6,2020,944,False,True,False,False,True,True,False,0,True,True,False,True,True,False,False
2,80.6,4946.7,True,2,2015,2,2021,1795,False,False,True,True,True,True,True,0,False,True,True,False,False,False,False
1,19.45,600.25,True,5,2017,5,2020,975,False,False,False,False,False,False,False,0,True,True,True,False,False,False,False
0,44.4,44.4,False,9,2019,10,2019,30,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,45.6,45.6,True,9,2019,10,2019,30,False,False,False,False,False,False,False,0,True,False,False,False,False,True,False
0,89.6,365.65,False,6,2019,10,2019,122,True,False,True,False,False,True,False,0,False,False,True,True,False,False,True
0,79.2,79.2,True,11,2019,12,2019,30,True,False,False,False,False,True,False,1,False,False,False,False,False,True,False
1,62.3,2354.8,True,8,2016,10,2019,1156,False,False,False,True,True,False,True,0,True,False,False,False,False,False,True
0,20.0,377.55,True,7,2018,7,2021,549,False,False,False,False,False,False,False,0,True,False,True,False,False,True,False
0,20.45,250.8,True,3,2019,3,2021,306,False,False,False,False,False,False,False,0,True,True,True,False,False,True,False
0,89.8,2335.3,False,11,2017,1,2020,791,True,False,True,True,False,True,False,0,True,False,False,False,False,True,False
0,102.6,4009.2,True,12,2016,12,2021,1126,True,False,True,True,False,True,True,1,True,True,False,True,False,True,False
0,20.65,158.95,False,7,2019,7,2021,184,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
0,61.45,229.55,False,9,2019,1,2020,122,False,False,False,False,True,False,True,0,True,True,True,False,True,False,False
0,73.85,511.25,True,5,2019,12,2019,214,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
1,35.5,249.55,True,7,2019,7,2020,184,False,False,False,True,True,False,False,0,True,False,False,False,True,False,False
1,73.9,2405.05,True,3,2017,12,2019,1005,False,False,False,True,True,True,True,0,True,True,True,False,False,False,True
0,79.2,3233.85,True,9,2016,1,2020,1217,True,True,True,False,False,False,False,1,False,False,False,False,True,False,False
0,20.25,144.35,False,7,2019,7,2021,184,False,False,False,False,False,False,False,0,True,True,True,False,False,False,True
0,89.15,89.15,False,10,2019,11,2019,31,True,False,False,False,False,True,True,0,True,True,True,False,False,False,True
1,102.35,3626.1,True,12,2016,11,2019,1065,True,False,True,True,False,True,True,0,True,False,False,False,False,False,False
0,90.55,90.55,False,10,2019,11,2019,31,True,False,False,False,False,True,True,0,False,False,False,False,False,True,False
1,75.3,989.45,True,10,2018,11,2019,396,False,False,False,True,False,True,True,0,True,True,False,True,False,False,True
0,95.75,5742.9,True,12,2014,12,2019,1826,True,False,True,True,False,True,False,0,True,True,False,True,False,True,False
2,19.6,197.4,False,5,2019,5,2021,245,False,False,False,False,False,False,False,0,True,True,True,False,False,False,True
0,49.1,679.55,True,10,2018,1,2020,457,False,False,False,False,False,False,False,0,False,False,False,True,False,True,False
2,110.8,7245.9,True,9,2014,9,2021,1948,True,False,True,True,True,True,True,0,False,True,True,True,True,False,False
0,59.65,683.25,True,3,2019,3,2021,306,False,False,False,True,False,True,False,0,True,True,True,False,False,False,False
0,102.45,102.45,True,10,2019,11,2019,31,True,True,False,True,False,True,True,0,False,True,True,True,False,True,False
0,20.9,20.9,False,1,2020,2,2020,0,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,58.35,740.55,True,2,2019,3,2019,28,False,False,False,True,False,True,False,0,False,True,True,False,True,False,False
0,89.8,914.3,True,3,2019,1,2020,306,True,False,False,True,False,False,True,1,True,True,False,True,False,True,False
0,55.0,55.0,True,11,2019,12,2019,30,False,False,False,False,False,False,True,0,True,False,False,False,False,True,False
1,94.8,4535.85,False,3,2016,3,2020,1401,True,True,True,False,False,True,False,0,True,False,False,True,False,False,False
0,49.5,312.7,True,8,2019,8,2021,153,False,False,False,False,True,False,False,0,True,False,False,False,True,False,False
0,99.0,287.4,True,7,2019,10,2019,92,True,True,False,True,False,True,True,0,False,False,False,False,True,False,False
1,19.75,989.05,False,12,2015,12,2020,1492,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False
1,20.35,369.6,False,8,2018,8,2020,518,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False
1,54.85,2191.7,False,11,2016,11,2020,1156,False,False,False,True,True,True,True,0,True,False,True,False,False,False,False
0,95.05,1290.0,True,9,2018,10,2019,395,True,False,False,False,False,True,True,1,False,False,False,True,False,True,False
0,72.65,1194.3,False,8,2018,12,2019,487,True,False,False,False,False,False,False,0,False,False,False,True,False,True,False
2,24.95,1468.9,True,6,2015,6,2021,1675,False,False,False,False,False,False,False,0,False,True,True,True,True,False,False
2,19.35,309.25,False,8,2018,8,2021,518,False,False,False,False,False,False,False,0,False,True,True,False,False,False,True
0,50.9,225.6,True,6,2019,10,2019,122,False,False,False,False,False,False,False,0,True,True,True,True,False,True,False
0,60.9,2033.85,True,5,2017,5,2021,975,False,True,True,False,False,False,False,0,False,False,False,True,False,False,True
0,20.1,20.1,True,10,2019,11,2019,31,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,20.35,20.35,True,1,2020,2,2020,0,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
0,28.45,131.05,False,7,2019,12,2019,153,False,False,True,False,False,False,False,1,False,False,False,False,False,True,False
1,70.8,4448.8,False,11,2014,11,2020,1887,False,True,True,False,True,True,False,0,True,True,False,False,True,False,False
0,93.5,2341.55,True,3,2018,3,2021,671,True,False,False,False,False,True,True,0,False,False,False,True,False,True,False
0,23.6,89.05,True,11,2019,11,2021,61,False,False,False,False,False,False,False,0,True,True,False,True,False,False,True
0,78.35,1837.9,True,1,2018,2,2020,730,False,True,True,True,True,True,False,0,False,False,False,True,False,False,False
2,24.9,1680.25,True,7,2014,7,2021,2010,False,False,False,False,False,False,False,0,False,True,True,True,False,False,True
0,20.35,33.2,False,10,2019,12,2019,61,False,False,False,False,False,False,False,0,True,False,False,False,False,False,True
0,45.3,45.3,True,9,2019,10,2019,30,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
2,106.5,7348.8,True,2,2014,11,2019,2099,True,False,False,True,True,True,True,0,True,False,False,True,False,False,False
0,20.15,20.15,True,9,2019,10,2019,30,False,False,False,False,False,False,False,0,False,True,True,False,True,False,False
0,89.15,1496.9,True,8,2018,1,2020,518,True,False,True,True,False,True,False,1,False,False,False,False,False,True,False
0,45.3,45.3,True,12,2019,1,2020,31,False,False,False,False,False,True,True,0,True,False,False,False,False,False,True
0,80.6,415.55,True,5,2019,10,2019,153,True,False,False,False,False,True,False,0,True,False,False,False,False,True,False
0,74.65,703.55,True,4,2019,1,2020,275,False,True,True,False,False,True,True,0,False,False,False,False,False,True,False
2,75.2,3901.25,True,11,2015,11,2021,1522,False,False,False,False,True,True,True,0,True,True,False,True,False,False,False
0,86.2,178.7,True,8,2019,10,2019,61,True,False,False,True,False,False,True,0,False,False,False,False,False,False,True
0,49.3,1233.25,True,2,2018,3,2018,28,False,False,False,True,False,False,False,0,False,False,False,False,True,False,False
0,100.6,5746.15,False,3,2015,12,2019,1736,True,False,False,True,False,True,True,1,True,True,False,True,False,True,False
1,81.7,2548.65,False,7,2017,7,2020,914,True,False,False,False,True,False,False,0,True,False,False,True,True,False,False
1,56.1,2386.85,False,8,2016,8,2020,1248,False,True,False,False,False,False,False,0,True,True,False,True,True,False,False
0,43.8,43.8,False,1,2020,2,2020,0,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0,69.7,516.15,False,7,2019,7,2021,184,False,True,False,False,False,True,True,0,True,True,True,False,True,False,False
0,28.45,131.05,False,7,2019,12,2019,153,False,False,True,False,False,False,False,1,False,False,False,False,False,True,False
1,94.0,4905.75,True,11,2015,11,2020,1522,True,False,False,True,False,True,True,1,True,False,False,False,False,False,False
0,75.75,606.25,True,2,2019,10,2019,242,True,False,False,False,False,False,False,1,False,False,False,True,False,True,False
2,104.0,7028.5,False,5,2014,5,2021,2071,True,False,False,True,True,True,True,0,False,False,False,True,False,True,False
2,87.55,6463.15,True,2,2014,2,2021,2160,False,True,True,True,True,True,True,0,True,True,True,True,False,False,False
0,85.95,381.3,True,7,2019,11,2019,123,True,False,False,False,False,False,True,0,False,True,True,True,False,True,False
0,106.4,2483.5,True,2,2018,1,2020,699,True,False,True,True,False,True,True,1,True,False,False,True,False,True,False
0,55.75,266.95,True,9,2019,9,2021,122,False,True,False,False,True,False,False,0,True,False,False,False,False,False,True
0,74.9,74.9,True,12,2019,1,2020,31,True,False,False,True,False,False,False,0,False,False,False,False,False,True,False
1,43.75,903.6,True,1,2018,11,2019,669,False,False,True,True,False,False,True,0,True,False,False,False,False,False,False
0,93.0,2248.05,True,2,2018,3,2018,28,True,False,False,False,False,True,True,0,True,True,False,True,False,True,False
0,105.25,4997.5,True,2,2016,3,2016,29,True,True,True,False,False,True,True,0,False,True,True,True,True,False,False
0,77.85,299.2,False,7,2019,11,2019,123,True,False,False,False,False,True,False,0,True,False,False,False,False,True,False
